x,y
-5935.0984766132215, 0.26623465473616076
-5932.195259735686, 0.2479570772405863
-5935.0984766132215, 0.23075375985014543
-5932.820567986232, 0.20770602924518589
-5915.7207923655305, 0.27071302468255665
-5918.907459411583, 0.2565746332909988
-5925.461170883652, 0.24424187826255717
-5924.378906603861, 0.2418156366725644
-5912.319390343329, 0.23503462729121616
-5913.436012219305, 0.2117725824952231
-5910.309470966575, 0.26220150444435086
-5910.309470966575, 0.22689635464936675
-5882.170599692003, 0.2737419081922094
-5854.031728417431, 0.2684444940935905
-5882.170599692003, 0.2527375504348396
-5882.170599692003, 0.23822072204903533
-5851.686822477883, 0.23281366867040815
-5878.820734064077, 0.22326887086400143
-5882.170599692003, 0.21849606965156668
-5870.111083431471, 0.2148214221354282
-5854.969690793249, 0.25944411406309
-5862.238899205848, 0.2501574728400783
-5823.547951203311, 0.2657126368722754
-5825.892857142859, 0.24735062043043973
-5823.547951203311, 0.23017250090104008
-5825.892857142859, 0.20785693897384414
-5818.858139324216, 0.2710837741993616
-5818.858139324216, 0.2553039401194522
-5814.168327445121, 0.2427810601379879
-5818.858139324216, 0.23550060820203894
-5818.858139324216, 0.2112413838044486
-5811.823421505573, 0.26203170373802903
-5811.823421505573, 0.22695393110905163
-5797.753985868287, 0.27384036144578316
-5797.753985868287, 0.2689189450108125
-5797.753985868287, 0.25292091442693854
-5727.406807681857, 0.23899060987539905
-5797.753985868287, 0.23341346153846157
-5797.753985868287, 0.22387678920811455
-5750.855867077333, 0.22105005921120383
-5750.855867077333, 0.21909794305426838
-5797.753985868287, 0.21476691380908253
-5783.684550231001, 0.2489865230151375
-5585.630187029205, 0.2810226557116038
-5588.275721935362, 0.2789689312806783
-5585.630187029205, 0.2610235884365866
-5588.275721935362, 0.259015489307658
-5586.712451308997, 0.24176445759728896
-5586.712451308997, 0.20092762659027724
-5572.643015671711, 0.23943057544864776
-5573.725279951502, 0.22151664646752695
-5571.079745045346, 0.2193517059691759
-5481.191684029352, 0.2812821188600556
-5484.7090429386735, 0.27813460573061477
-5481.191684029352, 0.26151540054448563
-5484.7090429386735, 0.25827072713932653
-5488.226401847995, 0.24197072477945974
-5484.7090429386735, 0.19993857642106894
-5478.8467780898045, 0.23843083873957371
-5478.8467780898045, 0.22074207084749256
-5481.191684029352, 0.21799119555143653
-5278.3573202584785, 0.18681514197816912
-5230.647503257682, 0.27928798032366153
-5230.647503257682, 0.25983008958912573
-5242.01127819549, 0.23989903846153848
-5230.647503257682, 0.21992517406905732
-5230.647503257682, 0.20045990173712608
-5136.490510915845, 0.28895854396607407
-5192.768253464989, 0.2862193002780352
-5192.768253464989, 0.28410816342292244
-5192.768253464989, 0.2819970265678097
-5192.768253464989, 0.2756636160024714
-5192.768253464989, 0.2735524791473587
-5192.768253464989, 0.2714413422922459
-5192.768253464989, 0.26933020543713315
-5192.768253464989, 0.2672190685820204
-5192.768253464989, 0.26510793172690766
-5192.768253464989, 0.2629967948717949
-5192.768253464989, 0.25666338430645663
-5192.768253464989, 0.25455224745134386
-5192.768253464989, 0.2524411105962311
-5192.768253464989, 0.2503299737411183
-5192.768253464989, 0.24821883688600557
-5192.768253464989, 0.24610770003089283
-5192.768253464989, 0.24399656317578006
-5192.768253464989, 0.2418854263206673
-5192.768253464989, 0.2376631526104418
-5192.768253464989, 0.23555201575532903
-5192.768253464989, 0.23344087890021628
-5192.768253464989, 0.23132974204510354
-5192.768253464989, 0.22921860518999077
-5192.768253464989, 0.227107468334878
-5192.768253464989, 0.22499633147976525
-5192.768253464989, 0.2228851946246525
-5192.768253464989, 0.21655178405931422
-5192.768253464989, 0.21444064720420147
-5192.768253464989, 0.2123295103490887
-5192.768253464989, 0.21021837349397593
-5192.768253464989, 0.20810723663886319
-5192.768253464989, 0.20599609978375044
-5192.768253464989, 0.20388496292863767
-5192.768253464989, 0.1975515523632994
-5192.768253464989, 0.19544041550818664
-5148.550027176376, 0.19215033209762133
-5134.614586164207, 0.18696388116568846
-5199.802971283632, 0.18574837812789624
-4981.726718905699, 0.2891940840284214
-4981.726718905699, 0.19166305080461715
-4984.540606033157, 0.18764200391308833
-5005.175778301176, 0.18586033235506133
-4953.587847631127, 0.1965483261718202
-4855.101798170125, 0.20907556800629096
-4826.962926895553, 0.2891940840284214
-4826.962926895553, 0.19179390639481006
-4831.183757586739, 0.18771557383379678
-4847.062120663105, 0.18587175625579244
-4756.615748709123, 0.20333536944982733
-4672.199134885408, 0.2891940840284214
-4662.458756367287, 0.19201289378420985
-4693.303288341336, 0.1879674708449182
-4700.338006159979, 0.18589917361754718
-4652.267434399252, 0.19441683400267742
-4672.199134885408, 0.20330919833178873
-4517.435342875262, 0.2891940840284214
-4517.435342875262, 0.1917851826887972
-4529.941507886182, 0.19510988398036597
-4461.157600326118, 0.2192212380992502
-4362.671550865116, 0.2891940840284214
-4362.671550865116, 0.19179390639481006
-4348.60211522783, 0.20828463943185332
-4290.565693224025, 0.2176073524868706
-4207.90775885497, 0.2891940840284214
-4207.90775885497, 0.19179390639481006
-4210.721645982427, 0.21718512511584803
-4151.630016305826, 0.2087876857078665
-4053.1439668448243, 0.2891940840284214
-4053.1439668448243, 0.19952310992220634
-4053.1439668448243, 0.19179390639481006
-3954.657917383822, 0.21388233001937823
-3898.380174834678, 0.2891940840284214
-3898.380174834678, 0.19179390639481006
-3856.17186792282, 0.22150975697662448
-3757.685818461818, 0.228442195354846
-3743.616382824532, 0.2891940840284214
-3743.616382824532, 0.19179390639481006
-3775.7750928526143, 0.2979539311090516
-3696.718264033579, 0.3001496048295747
-3671.705934011737, 0.29634849225963683
-3659.1997690008166, 0.22601991298527446
-3588.8525908143865, 0.2891940840284214
-3588.8525908143865, 0.19179390639481006
-3559.6314552600234, 0.20302131603336426
-3513.815600748861, 0.29857478203411936
-3532.5748482652425, 0.29660438763601416
-3477.576145319488, 0.2263136110877075
-3434.0887988042405, 0.2891940840284214
-3434.0887988042405, 0.19179390639481006
-3476.2971057160985, 0.20321323756564724
-3349.6721849805244, 0.22686756641952427
-3349.6721849805244, 0.20886619906198223
-3356.7069027991674, 0.3003895067449284
-3342.637467161882, 0.29604328371177013
-3279.325006794095, 0.2891940840284214
-3279.325006794095, 0.19179390639481006
-3293.394442431381, 0.29847029142209863
-3223.047264244951, 0.22712117701575535
-3152.700086058521, 0.21658144465975793
-3124.561214783949, 0.2891940840284214
-3124.561214783949, 0.19179390639481006
-3054.2140365975188, 0.21391286299042328
-3024.5118946965817, 0.2970166635201776
-2969.797422773803, 0.2891940840284214
-2969.797422773803, 0.19179390639481006
-2955.727987136517, 0.2076137241272784
-2911.643755473021, 0.29893425411045893
-2856.159673395724, 0.2158874402937193
-2815.033630763657, 0.2891940840284214
-2815.033630763657, 0.19179390639481006
-2788.0672124588586, 0.1866690683674871
-2803.778082253828, 0.2967270041705283
-2758.755888214513, 0.21973572904672306
-2758.755888214513, 0.18144313228048176
-2772.825323851799, 0.21597601946246528
-2660.269838753511, 0.2891940840284214
-2659.18757447372, 0.2540650620232409
-2660.269838753511, 0.19179390639481006
-2653.648927865376, 0.18674637009576775
-2632.130967478939, 0.2990169769989047
-2647.959082570886, 0.2965710679255483
-2674.339274390797, 0.21991041087426633
-2592.2675665066295, 0.18112146985377417
-2560.611336322736, 0.20450870790855735
-2505.5060467433655, 0.2891940840284214
-2575.8532249297955, 0.2541684043867779
-2505.5060467433655, 0.1916194322745528
-2492.609064075853, 0.18706532540418086
-2540.6796358365805, 0.18574837812789624
-2481.3870142223036, 0.29884499536607967
-2482.0569873478885, 0.2961032591906086
