x,y
-588.0912162162163, 6.80600865108502
-587.7635319745975, 6.789920031987204
-587.0387715343115, 6.756850137069355
-586.8768569678647, 6.740402071850998
-588.0912162162163, 6.730607837673011
-587.2501599960617, 6.710252821093785
-589.6968690001477, 6.701933633953826
-588.0912162162163, 6.675750366520059
-586.7149424014178, 6.846738422476127
-582.258436715404, 6.826021826190158
-582.5861209570227, 6.814349559839363
-582.7480355234695, 6.776157476878529
-581.2098471422242, 6.765758184997606
-582.2420525033231, 6.719766784644166
-582.5861209570227, 6.69394920819551
-582.5861209570227, 6.685867047120546
-581.2098471422242, 6.837895646455222
-576.6222677595629, 6.8084404682571416
-577.081025697829, 6.794231951663779
-576.6222677595629, 6.755477771854221
-573.640341160833, 6.7438850059976
-577.6708573327426, 6.734016482295971
-576.25526140895, 6.724847580967613
-576.5649230172796, 6.706937066839931
-577.081025697829, 6.676611488737838
-576.3928887904298, 6.846640543782486
-576.6222677595629, 6.784862647533579
-574.3284780682322, 6.825960993380425
-574.3284780682322, 6.77842263094762
-574.3284780682322, 6.7679188324670125
-568.4793143553389, 6.6941734139677465
-574.3284780682322, 6.684266959882714
-555.0606446610545, 6.905540099111869
-555.0606446610545, 6.892856396835205
-555.0606446610545, 6.805761755903698
-555.0606446610545, 6.793484097270182
-555.0606446610545, 6.605755439238446
-555.0606446610545, 6.593799231822423
-553.6843708462561, 6.70634128166915
-552.3080970314577, 6.693407243163341
-544.0504541426673, 6.905294637700474
-543.8538435976961, 6.893902229584356
-544.0504541426673, 6.8058460615753695
-543.8538435976961, 6.794541973686715
-544.0504541426673, 6.606410155937625
-543.8538435976961, 6.595102733509771
-543.362317235268, 6.702826036252166
-542.6741803278688, 6.693966413434626
-523.5210364052577, 6.573122262206229
-519.048146507163, 6.898841741081345
-519.048146507163, 6.800640688169176
-519.048146507163, 6.700148829357146
-519.048146507163, 6.599656970545116
-509.3260071231383, 6.573830522491858
-515.1487040319008, 6.569434892709583
-508.26733495790876, 6.9322804817466945
-514.4605671245016, 6.922826202852192
-514.4605671245016, 6.915539784086365
-514.4605671245016, 6.908253365320538
-514.4605671245016, 6.8863941090230565
-514.4605671245016, 6.8791076902572295
-514.4605671245016, 6.871821271491402
-514.4605671245016, 6.864534852725575
-514.4605671245016, 6.857248433959748
-514.4605671245016, 6.849962015193922
-514.4605671245016, 6.842675596428095
-514.4605671245016, 6.835389177662268
-514.4605671245016, 6.828102758896441
-514.4605671245016, 6.820816340130614
-514.4605671245016, 6.813529921364787
-514.4605671245016, 6.791670665067306
-514.4605671245016, 6.784384246301479
-514.4605671245016, 6.777097827535652
-514.4605671245016, 6.769811408769825
-514.4605671245016, 6.762524990003998
-514.4605671245016, 6.755238571238171
-514.4605671245016, 6.747952152472344
-514.4605671245016, 6.740665733706517
-514.4605671245016, 6.73337931494069
-514.4605671245016, 6.726092896174864
-514.4605671245016, 6.718806477409037
-514.4605671245016, 6.7115200586432096
-514.4605671245016, 6.6896608023457285
-514.4605671245016, 6.682374383579901
-514.4605671245016, 6.675087964814074
-514.4605671245016, 6.667801546048247
-514.4605671245016, 6.66051512728242
-514.4605671245016, 6.653228708516593
-514.4605671245016, 6.645942289750766
-514.4605671245016, 6.638655870984939
-514.4605671245016, 6.631369452219112
-514.4605671245016, 6.624083033453285
-514.4605671245016, 6.616796614687458
-514.4605671245016, 6.609510195921631
-508.26733495790876, 6.590902729817165
-495.26919337370157, 6.576647711285856
-496.4707022596367, 6.569908036785286
-493.12832299512627, 6.932762228441955
-493.12832299512627, 6.590360764784996
-490.37577536552953, 6.654813741170199
-480.95359309498656, 6.574825823516748
-477.98931103234383, 6.932762228441955
-477.98931103234383, 6.590962948154072
-476.38365824841236, 6.570594095695055
-478.33337948604344, 6.654967512994802
-471.0020747418289, 6.665636002009452
-462.8502990695614, 6.932762228441955
-462.8502990695614, 6.590962948154072
-464.72703608974103, 6.575294136890698
