x,y
-5930.199939920836, 2.404218447220091
-5934.8262563613225, 2.394413986517529
-5941.177639949109, 2.380205997032989
-5941.177639949109, 2.3717829646255817
-5884.720896946565, 2.4078284504096765
-5889.42562553011, 2.4008897710532544
-5879.07522264631, 2.3982670416092384
-5890.769833696837, 2.389610828344317
-5877.663804071247, 2.3863177946619607
-5890.6018076759965, 2.3831408903969686
-5884.720896946565, 2.3770703748625386
-5884.720896946565, 2.3747467705154968
-5835.321246819338, 2.4057529940185893
-5835.321246819338, 2.403373316163651
-5830.616518235793, 2.395050591556774
-5849.435432569974, 2.3933736769331357
-5835.321246819338, 2.380509576773219
-5835.321246819338, 2.3721122243426636
-5734.7576733460555, 2.377359545353142
-5616.5513676844785, 2.4367529567703117
-5625.372733778626, 2.422213076148253
-5616.5513676844785, 2.4169933818544864
-5616.5513676844785, 2.398503798521153
-5617.727549830364, 2.357921107567226
-5616.5513676844785, 2.3378560975531397
-5602.437181933842, 2.442846749339772
-5602.437181933842, 2.4403814715619943
-5602.437181933842, 2.4019455498448226
-5595.3800890585235, 2.382808914853248
-5621.256096268024, 2.3809356814272924
-5595.3800890585235, 2.3630419535693132
-5611.846639100932, 2.3612282006879655
-5597.732453350296, 2.3438126303450684
-5608.082856234097, 2.341703618886062
-5568.3278997031375, 2.3775175654244416
-5540.848007749248, 2.4204969678853137
-5506.460718829516, 2.436215170651329
-5506.460718829516, 2.4164929484291067
-5506.460718829516, 2.3979057811837365
-5506.460718829516, 2.3572461602346624
-5506.460718829516, 2.337372939748551
-5503.6378816793895, 2.443231253975827
-5503.6378816793895, 2.4407659761980494
-5503.6378816793895, 2.401915024551959
-5496.580788804071, 2.3834028280278132
-5496.580788804071, 2.3808874742951742
-5496.580788804071, 2.3636754698102207
-5497.992207379135, 2.360850515532231
-5503.6378816793895, 2.344226383219654
-5497.992207379135, 2.3410420085877863
-5503.6378816793895, 2.4385061382350863
-5503.6378816793895, 2.4001916127721232
-5489.523695928753, 2.4227915606446144
-5489.523695928753, 2.3773836549090177
-5293.101277565734, 2.3326338666463458
-5245.239711783128, 2.4399413217212005
-5245.239711783128, 2.4199346443707728
-5245.239711783128, 2.3999279670203455
-5256.6396310432565, 2.3803632989203423
-5245.239711783128, 2.3609023037368697
-5245.239711783128, 2.3408956263864424
-5207.239980916031, 2.43699827272406
-5207.239980916031, 2.434738434761097
-5207.239980916031, 2.432478596798134
-5207.239980916031, 2.430218758835171
-5207.239980916031, 2.427958920872208
-5207.239980916031, 2.4256990829092455
-5207.239980916031, 2.4234392449462825
-5207.239980916031, 2.4166597310573934
-5207.239980916031, 2.4143998930944304
-5207.239980916031, 2.4121400551314673
-5207.239980916031, 2.4098802171685048
-5207.239980916031, 2.4076203792055417
-5207.239980916031, 2.4053605412425787
-5207.239980916031, 2.4031007032796157
-5207.239980916031, 2.3963211893907266
-5207.239980916031, 2.394061351427764
